player_id,player_name,position,age,club,season,goals_p90,xg_p90,assists_p90,xa_p90,shots_p90,key_passes_p90,pass_accuracy_pct,dribbles_p90,tackles_interceptions_p90,clearances_p90,progressive_passes_p90
763,Hakim Ziyech,Winger,35,Chelsea,2025-2026,0.42,0.42,0.26,0.18,2.31,1.52,81.9,3.71,1.1,0.85,5.97
764,Diego Costa,Forward,38,Wolves,2024-2025,0.73,0.73,0.14,0.16,1.21,1.41,72.0,1.1,0.15,0.36,5.57
765,William Saliba,Defender,23,Arsenal,2021-2022,0.0,0.05,0.07,0.15,0.79,0.34,93.3,1.03,4.78,4.23,3.16
766,Ferran Torres,Winger,26,Man City,2023-2024,0.32,0.36,0.34,0.21,2.6,1.54,77.2,3.05,1.7,1.33,8.99
767,Christian Pulisic,Winger,29,Chelsea,2024-2025,0.36,0.47,0.18,0.3,2.06,2.1,74.2,4.81,1.41,0.4,5.81
768,Douglas Luiz,Midfielder,30,Aston Villa,2025-2026,0.38,0.25,0.15,0.17,1.59,1.88,84.2,2.51,4.03,1.08,9.33
769,João Gomes,Midfielder,24,Wolves,2022-2023,0.08,0.16,0.47,0.13,1.38,2.39,83.0,2.3,2.07,2.29,9.06
770,Pierre-Emerick Aubameyang,Forward,35,Arsenal,2021-2022,0.5,0.39,0.19,0.35,1.52,1.54,69.9,1.47,1.34,0.73,2.21
771,Joe Rodon,Defender,28,Leeds United,2022-2023,0.16,0.04,0.2,0.15,0.58,0.41,84.3,0.4,4.57,4.28,5.43
772,Mason Mount,Midfielder,27,Man United,2023-2024,0.06,0.25,0.21,0.34,2.02,2.35,86.7,1.24,2.95,0.54,6.68
773,Ibrahima Konaté,Defender,25,Liverpool,2022-2023,0.16,0.02,0.11,0.09,0.8,0.95,81.5,0.84,4.04,3.7,3.76
774,Cole Palmer,Midfielder,23,Man City,2022-2023,0.32,0.01,0.28,0.13,1.44,2.87,81.3,1.59,2.96,1.37,7.03
775,Raheem Sterling,Winger,31,Chelsea,2022-2023,0.24,0.12,0.45,0.31,2.71,0.6,84.1,1.78,0.51,0.75,7.57
776,Pierre-Emile Højbjerg,Midfielder,31,Tottenham,2023-2024,0.29,0.06,0.36,0.19,1.0,2.11,87.6,2.02,1.56,1.61,8.43
777,Manuel Benson,Winger,29,Burnley,2023-2024,0.42,0.34,0.34,0.31,2.81,2.97,72.5,4.59,1.68,0.62,5.89
778,Oliver Skipp,Midfielder,27,Tottenham,2024-2025,0.26,0.22,0.29,0.32,2.64,3.04,87.4,2.54,3.06,1.55,6.47
779,Manuel Akanji,Defender,31,Man City,2023-2024,0.1,0.09,0.12,0.01,0.87,0.64,87.5,0.22,3.72,2.86,4.32
780,Jarrod Bowen,Winger,32,West Ham,2025-2026,0.5,0.22,0.3,0.38,1.61,0.57,73.4,2.33,1.28,0.78,8.85
781,Carlos Baleba,Midfielder,21,Brighton,2022-2023,0.26,0.21,0.31,0.16,1.65,2.01,86.8,0.86,2.14,1.04,9.42
782,James Milner,Midfielder,38,Brighton,2025-2026,0.32,0.2,0.29,0.26,0.46,2.76,92.9,1.2,2.71,0.68,7.75
783,Hakim Ziyech,Winger,31,Chelsea,2021-2022,0.35,0.18,0.36,0.2,2.49,3.54,79.6,4.23,0.85,0.59,7.66
784,Lisandro Martínez,Defender,30,Man United,2025-2026,0.27,0.21,0.06,0.13,0.58,0.8,86.6,0.03,4.31,4.83,7.42
785,Sadio Mané,Winger,32,Liverpool,2021-2022,0.33,0.13,0.12,0.23,3.57,1.84,73.2,2.98,1.06,0.0,4.92
786,Lisandro Martínez,Defender,28,Man United,2023-2024,0.16,0.05,0.09,0.09,0.24,0.73,72.4,0.53,4.2,1.0,3.86
787,Nicolas Pépé,Winger,30,Arsenal,2021-2022,0.26,0.04,0.16,0.07,2.15,2.01,87.5,3.49,1.09,0.85,1.68
788,Kobbie Mainoo,Midfielder,21,Man United,2023-2024,0.24,0.19,0.44,0.14,1.29,1.58,80.2,2.16,3.32,1.15,6.64
789,Yoane Wissa,Forward,29,Brentford,2023-2024,0.5,0.45,0.26,0.16,4.47,1.53,76.2,2.13,0.69,0.99,4.77
790,Divin Mubama,Forward,21,Man City,2022-2023,0.48,0.56,0.0,0.08,4.35,0.88,80.0,0.42,1.2,,3.76
791,Son Heung-min,Forward,34,Tottenham,2023-2024,0.47,0.14,0.26,0.19,3.26,1.44,81.9,0.63,1.15,0.87,
792,Kai Havertz,Forward,26,Chelsea,2021-2022,0.65,0.27,0.25,0.08,3.91,1.78,73.9,2.47,1.07,1.03,5.78
793,Vitaliy Mykolenko,Defender,27,Everton,2024-2025,0.28,0.11,0.07,0.04,0.8,0.54,87.4,0.88,5.29,5.23,6.35
794,Rodri,Midfielder,28,Man City,2021-2022,0.12,0.12,0.38,0.24,1.42,1.45,89.0,1.99,4.53,1.05,7.89
795,Ryan Gravenberch,Midfielder,25,Liverpool,2025-2026,0.25,0.26,0.35,0.23,1.58,2.69,89.3,1.57,3.4,1.37,7.03
796,Jacob Ramsey,Midfielder,23,Aston Villa,2021-2022,0.27,0.13,0.2,0.16,1.25,2.13,86.7,1.7,2.8,1.42,9.64
797,Martin Ødegaard,Midfielder,27,Arsenal,2021-2022,0.03,0.09,0.28,0.36,1.37,2.01,93.5,0.73,1.04,1.42,6.6
798,Wout Weghorst,Forward,33,Man United,2022-2023,0.16,0.06,0.04,0.2,3.18,1.45,78.9,1.56,0.69,0.2,4.86
799,Morgan Gibbs-White,Midfielder,26,Nottingham Forest,2023-2024,0.19,0.15,0.12,0.31,1.61,0.88,79.8,1.98,2.38,1.1,6.34
800,Youri Tielemans,Midfielder,26,Leicester,2021-2022,0.25,0.09,0.52,0.17,1.49,3.48,94.0,2.84,3.77,1.71,8.57
